16:16:01 Heart Rate: 64 BPM
16:16:02 Heart Rate: 66 BPM
16:16:03 Heart Rate: 66 BPM
16:16:04 Heart Rate: 66 BPM
16:16:05 Heart Rate: 66 BPM
16:16:06 Heart Rate: 66 BPM
16:16:06 Heart Rate: 70 BPM
16:16:07 Heart Rate: 71 BPM
16:16:08 Heart Rate: 71 BPM
16:16:09 Heart Rate: 71 BPM
16:16:10 Heart Rate: 71 BPM
16:16:11 Heart Rate: 71 BPM
16:16:12 Heart Rate: 71 BPM
16:16:12 Heart Rate: 71 BPM
16:16:13 Heart Rate: 70 BPM
16:16:14 Heart Rate: 70 BPM
16:16:15 Heart Rate: 71 BPM
16:16:16 Heart Rate: 70 BPM
16:16:17 Heart Rate: 67 BPM
16:16:18 Heart Rate: 67 BPM
16:16:21 Heart Rate: 62 BPM
16:16:22 Heart Rate: 62 BPM
16:16:22 Heart Rate: 62 BPM
16:16:23 Heart Rate: 63 BPM
16:16:28 Heart Rate: 52 BPM
16:16:29 Heart Rate: 52 BPM
16:16:29 Heart Rate: 52 BPM
16:16:32 Heart Rate: 49 BPM
16:16:33 Heart Rate: 48 BPM
16:16:34 Heart Rate: 47 BPM
16:16:35 Heart Rate: 47 BPM
16:16:36 Heart Rate: 47 BPM
16:16:37 Heart Rate: 47 BPM
16:16:38 Heart Rate: 46 BPM
16:16:39 Heart Rate: 46 BPM
16:16:39 Heart Rate: 47 BPM
16:16:39 Heart Rate: 48 BPM
16:16:40 Heart Rate: 48 BPM
16:16:42 Heart Rate: 49 BPM
16:16:42 Heart Rate: 49 BPM
16:16:43 Heart Rate: 54 BPM
16:16:43 Heart Rate: 55 BPM
16:16:44 Heart Rate: 56 BPM
16:16:44 Heart Rate: 57 BPM
16:16:44 Heart Rate: 72 BPM
16:16:45 Heart Rate: 74 BPM
16:16:45 Heart Rate: 76 BPM
16:16:46 Heart Rate: 85 BPM
16:16:46 Heart Rate: 93 BPM
16:16:46 Heart Rate: 101 BPM
16:16:47 Heart Rate: 106 BPM
16:16:47 Heart Rate: 110 BPM
16:16:47 Heart Rate: 116 BPM
16:16:48 Heart Rate: 121 BPM
16:16:48 Heart Rate: 129 BPM
16:16:49 Heart Rate: 126 BPM
16:16:49 Heart Rate: 126 BPM
16:16:49 Heart Rate: 135 BPM
16:16:50 Heart Rate: 150 BPM
16:16:50 Heart Rate: 156 BPM
16:16:51 Heart Rate: 155 BPM
16:16:51 Heart Rate: 154 BPM
16:16:51 Heart Rate: 156 BPM
16:16:52 Heart Rate: 153 BPM
16:16:52 Heart Rate: 156 BPM
16:16:52 Heart Rate: 156 BPM
16:16:53 Heart Rate: 155 BPM
16:16:53 Heart Rate: 157 BPM
16:16:54 Heart Rate: 155 BPM
16:16:54 Heart Rate: 155 BPM
16:16:54 Heart Rate: 155 BPM
16:16:55 Heart Rate: 155 BPM
16:16:55 Heart Rate: 153 BPM
16:16:56 Heart Rate: 148 BPM
16:16:56 Heart Rate: 145 BPM
16:16:57 Heart Rate: 147 BPM
16:16:57 Heart Rate: 148 BPM
16:16:58 Heart Rate: 146 BPM
16:16:58 Heart Rate: 144 BPM
16:16:59 Heart Rate: 139 BPM
16:16:59 Heart Rate: 139 BPM
16:17:00 Heart Rate: 135 BPM
16:17:00 Heart Rate: 133 BPM
16:17:01 Heart Rate: 132 BPM
16:17:01 Heart Rate: 129 BPM
16:17:02 Heart Rate: 127 BPM
16:17:02 Heart Rate: 125 BPM
16:17:03 Heart Rate: 123 BPM
16:17:03 Heart Rate: 122 BPM
16:17:04 Heart Rate: 120 BPM
16:17:04 Heart Rate: 119 BPM
16:17:05 Heart Rate: 118 BPM
16:17:06 Heart Rate: 117 BPM
16:17:06 Heart Rate: 119 BPM
16:17:07 Heart Rate: 118 BPM
16:17:07 Heart Rate: 117 BPM
16:17:08 Heart Rate: 115 BPM
16:17:08 Heart Rate: 114 BPM
16:17:09 Heart Rate: 112 BPM
16:17:09 Heart Rate: 113 BPM
16:17:10 Heart Rate: 111 BPM
16:17:11 Heart Rate: 111 BPM
16:17:11 Heart Rate: 108 BPM
16:17:12 Heart Rate: 105 BPM
16:17:13 Heart Rate: 102 BPM
16:17:14 Heart Rate: 99 BPM
16:17:15 Heart Rate: 97 BPM
16:17:16 Heart Rate: 94 BPM
16:17:17 Heart Rate: 92 BPM
16:17:17 Heart Rate: 90 BPM
16:17:18 Heart Rate: 87 BPM
16:17:19 Heart Rate: 86 BPM
16:17:20 Heart Rate: 84 BPM
16:17:21 Heart Rate: 82 BPM
16:17:21 Heart Rate: 81 BPM
16:17:22 Heart Rate: 80 BPM
16:17:23 Heart Rate: 80 BPM
16:17:23 Heart Rate: 79 BPM
16:17:24 Heart Rate: 77 BPM
16:17:25 Heart Rate: 75 BPM
16:17:26 Heart Rate: 74 BPM
16:17:27 Heart Rate: 73 BPM
16:17:28 Heart Rate: 73 BPM
16:17:29 Heart Rate: 73 BPM
16:17:29 Heart Rate: 74 BPM
16:17:30 Heart Rate: 75 BPM
16:17:31 Heart Rate: 75 BPM
16:17:31 Heart Rate: 76 BPM
16:17:32 Heart Rate: 75 BPM
16:17:33 Heart Rate: 75 BPM
16:17:34 Heart Rate: 74 BPM
16:17:35 Heart Rate: 73 BPM
16:17:36 Heart Rate: 73 BPM
16:17:37 Heart Rate: 72 BPM
16:17:38 Heart Rate: 72 BPM
16:17:39 Heart Rate: 71 BPM
16:17:40 Heart Rate: 70 BPM
16:17:41 Heart Rate: 69 BPM
16:17:42 Heart Rate: 69 BPM
16:17:42 Heart Rate: 69 BPM
16:17:43 Heart Rate: 69 BPM
16:17:44 Heart Rate: 69 BPM
16:17:45 Heart Rate: 68 BPM
16:17:46 Heart Rate: 67 BPM
16:25:07 Heart Rate: 3 BPM
16:25:08 Heart Rate: 3 BPM
16:25:09 Heart Rate: 3 BPM
16:25:09 Heart Rate: 3 BPM
16:25:11 Heart Rate: 3 BPM
16:25:14 Heart Rate: 3 BPM
16:25:15 Heart Rate: 3 BPM
16:25:16 Heart Rate: 3 BPM
16:25:17 Heart Rate: 3 BPM
16:25:18 Heart Rate: 4 BPM
16:25:20 Heart Rate: 4 BPM
16:25:22 Heart Rate: 4 BPM
16:25:23 Heart Rate: 4 BPM
16:25:24 Heart Rate: 4 BPM
16:25:25 Heart Rate: 4 BPM
16:25:25 Heart Rate: 5 BPM
16:25:26 Heart Rate: 5 BPM
16:25:27 Heart Rate: 6 BPM
16:25:28 Heart Rate: 6 BPM
16:25:29 Heart Rate: 6 BPM
16:25:29 Heart Rate: 54 BPM
16:25:30 Heart Rate: 54 BPM
16:25:31 Heart Rate: 54 BPM
16:25:32 Heart Rate: 53 BPM
16:25:33 Heart Rate: 55 BPM
16:25:34 Heart Rate: 62 BPM
16:25:35 Heart Rate: 61 BPM
16:25:36 Heart Rate: 60 BPM
16:25:38 Heart Rate: 57 BPM
16:25:47 Heart Rate: 42 BPM
16:25:50 Heart Rate: 40 BPM
16:25:50 Heart Rate: 43 BPM
16:25:52 Heart Rate: 41 BPM
16:25:53 Heart Rate: 41 BPM
16:25:54 Heart Rate: 41 BPM
16:25:57 Heart Rate: 38 BPM
16:25:58 Heart Rate: 38 BPM
16:25:58 Heart Rate: 38 BPM
16:25:59 Heart Rate: 38 BPM
16:26:00 Heart Rate: 39 BPM
16:26:00 Heart Rate: 38 BPM
16:26:01 Heart Rate: 38 BPM
16:26:02 Heart Rate: 38 BPM
16:26:03 Heart Rate: 38 BPM
16:26:04 Heart Rate: 38 BPM
16:26:04 Heart Rate: 39 BPM
16:26:05 Heart Rate: 39 BPM
16:26:11 Heart Rate: 34 BPM
16:26:12 Heart Rate: 35 BPM
16:26:13 Heart Rate: 45 BPM
16:26:14 Heart Rate: 49 BPM
16:26:15 Heart Rate: 46 BPM
16:26:16 Heart Rate: 48 BPM
16:26:17 Heart Rate: 48 BPM
16:26:18 Heart Rate: 48 BPM
16:26:19 Heart Rate: 53 BPM
16:26:20 Heart Rate: 53 BPM
16:26:21 Heart Rate: 52 BPM
16:26:22 Heart Rate: 52 BPM
16:26:23 Heart Rate: 51 BPM
16:26:24 Heart Rate: 51 BPM
16:26:25 Heart Rate: 51 BPM
16:26:25 Heart Rate: 50 BPM
16:26:26 Heart Rate: 50 BPM
16:26:27 Heart Rate: 50 BPM
16:26:28 Heart Rate: 50 BPM
16:26:29 Heart Rate: 50 BPM
16:26:30 Heart Rate: 64 BPM
16:26:31 Heart Rate: 64 BPM
16:26:32 Heart Rate: 63 BPM
16:26:33 Heart Rate: 63 BPM
16:26:34 Heart Rate: 63 BPM
16:26:35 Heart Rate: 63 BPM
16:26:37 Heart Rate: 61 BPM
16:26:38 Heart Rate: 61 BPM
16:26:38 Heart Rate: 62 BPM
16:26:40 Heart Rate: 60 BPM
16:26:43 Heart Rate: 54 BPM
16:26:47 Heart Rate: 47 BPM
16:26:51 Heart Rate: 42 BPM
16:26:55 Heart Rate: 38 BPM
16:26:56 Heart Rate: 38 BPM
16:26:57 Heart Rate: 38 BPM
16:26:58 Heart Rate: 37 BPM
16:26:59 Heart Rate: 37 BPM
16:27:00 Heart Rate: 37 BPM
16:27:01 Heart Rate: 37 BPM
16:27:02 Heart Rate: 37 BPM
16:27:03 Heart Rate: 36 BPM
16:27:04 Heart Rate: 36 BPM
16:27:05 Heart Rate: 36 BPM
16:27:06 Heart Rate: 37 BPM
16:27:07 Heart Rate: 37 BPM
16:27:08 Heart Rate: 38 BPM
16:27:09 Heart Rate: 38 BPM
16:27:10 Heart Rate: 38 BPM
16:27:11 Heart Rate: 38 BPM
16:27:12 Heart Rate: 41 BPM
16:27:13 Heart Rate: 45 BPM
16:27:14 Heart Rate: 51 BPM
16:27:17 Heart Rate: 54 BPM
16:27:18 Heart Rate: 53 BPM
16:27:19 Heart Rate: 53 BPM
16:27:20 Heart Rate: 55 BPM
16:27:21 Heart Rate: 55 BPM
16:27:22 Heart Rate: 55 BPM
16:27:22 Heart Rate: 55 BPM
16:27:23 Heart Rate: 56 BPM
16:27:24 Heart Rate: 58 BPM
16:27:25 Heart Rate: 58 BPM
16:27:26 Heart Rate: 58 BPM
16:27:27 Heart Rate: 58 BPM
16:27:28 Heart Rate: 58 BPM
16:27:29 Heart Rate: 58 BPM
16:27:30 Heart Rate: 58 BPM
16:27:31 Heart Rate: 58 BPM
16:27:31 Heart Rate: 58 BPM
16:27:32 Heart Rate: 58 BPM
16:27:33 Heart Rate: 60 BPM
16:27:34 Heart Rate: 59 BPM
16:27:35 Heart Rate: 67 BPM
16:27:36 Heart Rate: 67 BPM
16:27:36 Heart Rate: 68 BPM
